Series,ImageID,Filename,HashMedianMs,HashQ1Ms,HashQ3Ms,SignMedianMs,SignQ1Ms,SignQ3Ms,EmbedMedianMs,EmbedQ1Ms,EmbedQ3Ms,ExtractRecoverMedianMs,ExtractRecoverQ1Ms,ExtractRecoverQ3Ms,VerifyMedianMs,VerifyQ1Ms,VerifyQ3Ms,TotalMedianMs,TotalQ1Ms,TotalQ3Ms
CT-01,CT-01_CT-01_image-00000_ai-generated,CT-01_image-00000_ai-generated.tiff,1.31566666666667,1.2771875,1.3550625,5.08922916666667,5.06023958333333,5.20808333333333,12.9792916666667,12.7528125,13.33546875,3.38302083333333,3.35903125,3.5518125,2.35445833333333,2.2249375,2.5594375,25.2864166666667,24.7549583333333,25.9441770833333
CT-01,CT-01_CT-01_image-00091_ai-generated,CT-01_image-00091_ai-generated.tiff,1.3478125,1.30554166666667,1.37990625,5.06677083333333,5.03148958333333,5.14461458333333,13.1398333333333,13.069125,13.3589791666667,3.53291666666667,3.51066666666667,3.55832291666667,1.80897916666667,1.71647916666667,1.92863541666667,24.9659791666667,24.7260520833333,25.2190625
CT-01,CT-01_CT-01_image-00181_ai-generated,CT-01_image-00181_ai-generated.tiff,1.2340625,1.23039583333333,1.24546875,5.013125,4.99105208333333,5.08071875,12.739625,12.5403020833333,12.9326979166667,3.48183333333333,3.43303125,3.61632291666667,1.61414583333333,1.53727083333333,1.68219791666667,24.0625416666667,23.75375,24.61665625
CT-02,CT-02_CT-02_image-00000_ai-generated,CT-02_image-00000_ai-generated.tiff,1.24647916666667,1.22791666666667,1.26935416666667,5.03183333333333,5.01836458333333,5.04780208333333,13.2031041666667,13.11840625,13.303625,3.54033333333333,3.49009375,3.6328125,1.65816666666667,1.62690625,1.688,24.7557708333333,24.6948541666667,24.8115625
CT-02,CT-02_CT-02_image-00071_ai-generated,CT-02_image-00071_ai-generated.tiff,1.24475,1.24178125,1.30080208333333,5.10191666666667,5.07786458333333,5.16222916666667,13.0064375,12.7986354166667,13.09278125,3.39235416666667,3.34120833333333,3.45259375,1.6276875,1.55659375,1.77860416666667,24.3469583333333,24.0990833333333,24.822375
CT-02,CT-02_CT-02_image-00146_ai-generated,CT-02_image-00146_ai-generated.tiff,1.23260416666667,1.22684375,1.247,4.9471875,4.93869791666667,4.96071875,13.0535208333333,12.868,13.22653125,3.43714583333333,3.37244791666667,3.48565625,1.50264583333333,1.45554166666667,1.534625,24.2162291666667,23.9901666666667,24.3580416666667
CT-03,CT-03_CT-03_image-00000_ai-generated,CT-03_image-00000_ai-generated.tiff,1.23125,1.22691666666667,1.24064583333333,4.94227083333333,4.93938541666667,4.94786458333333,12.9178958333333,12.6640104166667,13.0444166666667,3.282,3.18691666666667,3.36819791666667,1.44014583333333,1.42375,1.484375,23.9417708333333,23.49871875,24.0393958333333
CT-03,CT-03_CT-03_image-00170_ai-generated,CT-03_image-00170_ai-generated.tiff,1.23795833333333,1.22648958333333,1.24102083333333,4.94654166666667,4.94163541666667,4.95096875,12.8036875,12.75675,12.8499375,3.28120833333333,3.26945833333333,3.31875,1.42108333333333,1.41371875,1.4360625,23.6794166666667,23.6524791666667,23.7888229166667
CT-03,CT-03_CT-03_image-00352_ai-generated,CT-03_image-00352_ai-generated.tiff,1.22041666666667,1.21738541666667,1.22770833333333,4.9469375,4.92209375,4.95515625,12.6553333333333,12.54746875,12.76553125,3.31452083333333,3.30248958333333,3.32427083333333,1.43375,1.41972916666667,1.44595833333333,23.5574583333333,23.49878125,23.64859375
MR-01,MR-01_MR-01_image-00008_ai-generated,MR-01_image-00008_ai-generated.tiff,1.21475,1.20991666666667,1.22027083333333,4.93675,4.92761458333333,4.94034375,12.8242291666667,12.7236145833333,12.99459375,3.40566666666667,3.34765625,3.43401041666667,1.41658333333333,1.41082291666667,1.43316666666667,23.7797708333333,23.7043958333333,23.9724166666667
MR-01,MR-01_MR-01_image-00014_ai-generated,MR-01_image-00014_ai-generated.tiff,1.22225,1.22025,1.22921875,4.97516666666667,4.94258333333333,5.00840625,12.4523333333333,12.3675416666667,12.8236041666667,3.31716666666667,3.20004166666667,3.40596875,1.45785416666667,1.42684375,1.50495833333333,23.58925,23.2234895833333,23.8462083333333
MR-01,MR-01_MR-01_image-00021_ai-generated,MR-01_image-00021_ai-generated.tiff,1.21972916666667,1.21405208333333,1.238375,4.96285416666667,4.93375,4.96944791666667,12.5848541666667,12.5182291666667,12.6466875,3.17297916666667,3.16203125,3.18061458333333,1.41752083333333,1.403,1.44825,23.3224583333333,23.2662916666667,23.3962083333333
MR-02,MR-02_MR-02_image-00000_ai-generated,MR-02_image-00000_ai-generated.tiff,1.228625,1.21997916666667,1.23495833333333,4.94825,4.93814583333333,4.95694791666667,12.5727291666667,12.3464895833333,12.7300416666667,3.26233333333333,3.24271875,3.29940625,1.42975,1.41854166666667,1.47467708333333,23.4734375,23.1435,23.7362291666667
MR-02,MR-02_MR-02_image-00006_ai-generated,MR-02_image-00006_ai-generated.tiff,1.22320833333333,1.22088541666667,1.225,4.963875,4.95140625,4.9726875,12.4760625,12.3145104166667,12.58275,3.20435416666667,3.19213541666667,3.24865625,1.42852083333333,1.41380208333333,1.45616666666667,23.2905416666667,23.1380833333333,23.5042395833333
MR-02,MR-02_MR-02_image-00013_ai-generated,MR-02_image-00013_ai-generated.tiff,1.224,1.21528125,1.23786458333333,4.93279166666667,4.92366666666667,4.95296875,12.8211041666667,12.64575,12.8904583333333,3.40114583333333,3.32264583333333,3.42379166666667,1.42395833333333,1.41252083333333,1.44790625,23.7566458333333,23.6138020833333,23.897
MR-03,MR-03_MR-03_image-00004_ai-generated,MR-03_image-00004_ai-generated.tiff,1.22775,1.22190625,1.23139583333333,4.94627083333333,4.93797916666667,4.97159375,12.4912708333333,12.4336145833333,12.5201458333333,3.262875,3.24611458333333,3.31309375,1.44127083333333,1.41986458333333,1.49726041666667,23.3578541666667,23.2809895833333,23.5699270833333
MR-03,MR-03_MR-03_image-00010_ai-generated,MR-03_image-00010_ai-generated.tiff,1.22183333333333,1.21763541666667,1.24120833333333,4.9510625,4.92679166666667,4.97421875,12.9426041666667,12.7945104166667,13.0886354166667,3.263875,3.2556875,3.27222916666667,1.44316666666667,1.42088541666667,1.47890625,23.8184375,23.7056145833333,24.1181041666667
MR-03,MR-03_MR-03_image-00016_ai-generated,MR-03_image-00016_ai-generated.tiff,1.2220625,1.22091666666667,1.22604166666667,4.95485416666667,4.93298958333333,4.98142708333333,12.8480625,12.7343854166667,12.9434791666667,3.383375,3.30523958333333,3.41285416666667,1.43308333333333,1.43076041666667,1.461625,23.85775,23.6221770833333,24.01209375
MR-04,MR-04_MR-04_image-00008_ai-generated,MR-04_image-00008_ai-generated.tiff,1.22075,1.216625,1.22601041666667,4.93039583333333,4.9206875,4.94539583333333,12.7420208333333,12.6240729166667,12.8149375,3.344875,3.32127083333333,3.4135625,1.42910416666667,1.41820833333333,1.43873958333333,23.7310833333333,23.5586145833333,23.80878125
MR-04,MR-04_MR-04_image-00014_ai-generated,MR-04_image-00014_ai-generated.tiff,1.216625,1.21560416666667,1.22020833333333,4.92295833333333,4.91407291666667,4.93501041666667,12.6008333333333,12.4313541666667,12.6535208333333,3.25641666666667,3.21094791666667,3.2759375,1.41170833333333,1.40042708333333,1.42653125,23.410625,23.3216458333333,23.4423958333333
MR-04,MR-04_MR-04_image-00019_ai-generated,MR-04_image-00019_ai-generated.tiff,1.22641666666667,1.22159375,1.24004166666667,4.94625,4.92123958333333,4.96694791666667,13.1645208333333,12.8626041666667,13.2272395833333,3.417125,3.40180208333333,3.46255208333333,1.42560416666667,1.42185416666667,1.44414583333333,24.161875,23.8985625,24.4492395833333
